"","frames_relative_to_switch","sister","Position","hurp","Position_dx"
"545",-1,"leading",18,0.617077398449067,1.768
"546",-1,"leading",19,0.616360614188173,1.872
"547",-1,"leading",20,0.614806693542195,1.976
"548",-1,"leading",21,0.613534471016568,2.08
"549",-1,"leading",22,0.612477912449231,2.184
"550",-1,"leading",23,0.610176894372071,2.288
"551",-1,"leading",24,0.6091727832158,2.392
"552",-1,"leading",25,0.607451855980079,2.496
"553",-1,"leading",26,0.605704004857978,2.6
"554",-1,"leading",27,0.602119966849014,2.704
"555",-1,"leading",28,0.598230132651617,2.808
"556",-1,"leading",29,0.595292470149387,2.912
"557",-1,"leading",30,0.593241559641987,3.016
"558",-1,"leading",31,0.589569045938962,3.12
"559",0,"trailing",1,0.583868051276428,0
"560",0,"trailing",2,0.596647099790712,0.104
"561",0,"trailing",3,0.617622779363802,0.208
"562",0,"trailing",4,0.64060991529878,0.312
"563",0,"trailing",5,0.65716800258251,0.416
"564",0,"trailing",6,0.667455795506842,0.52
"565",0,"trailing",7,0.670412047692762,0.624
"566",0,"trailing",8,0.672521784212546,0.728
"567",0,"trailing",9,0.668772348061535,0.832
